institution_id,district_tr,institution_name,institution_type,address,icu,n#_beds,ambulance,neighborhood_tr,latitude,longitude,district_eng,private_or_public,related_to_htourism,institution_type_eng,institution_type_abbrv_tr,institution_type_abbrv_eng,care_type
1002,Gaziosmanpaşa,Özel Naturadent Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Eski Edirne Asfalti No:11 HÜRRİYET/GAZİOSMANPAŞA,,,,Hürriyet,41.062674969000064,28.901991217000045,Gaziosmanpasa,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1004,Bakırköy,Özel Bilson Radyoloji Merkezi,Tani Tedavi Merkezleri,Yüce Tarla Cad. No:29 ZUHURATBABA/BAKIRKÖY,,0.0,,Zuhuratbaba,40.98609429400005,28.868412015000054,Bakirkoy,Private,No,Early Diagnosis and Therapy Center,Tanı Tedavi M.,Early Diagnosis and Therapy C.,specialized
1005,Bahçelievler,Soğanli Aile Sağliği Merkezi,Aile Sağliği Merkezi,Habib Özhan Sk. No:12A SOÐANLI/BAHÇELİEVLER,No,0.0,,Soğanli,41.008574269000064,28.84842329600008,Bahcelievler,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1006,Avcılar,Denizköşkler Aile Sağliği Merkezi,Aile Sağliği Merkezi,Muhtar Kazim Akgül Cad. No:36 DENİZKÖŞKLER/AVCILAR,No,0.0,,Denizköşkler,40.977195006000045,28.738183985000035,Avcilar,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1007,Bahçelievler,Aydin Üniversitesi Ağiz ve Diş Sağliği Merkezi,Üniversite Hastanesi,İzzettin Çalişlar Cad. No:2 BAHÇELİEVLER/BAHÇELİEVLER,No,0.0,No,Bahçelievler,41.00171409800004,28.87099381200005,Bahcelievler,Public,No,University Hospital,Üniversite H.,University H.,hospital level
1008,Bahçelievler,Diş Hekimi Salman Temtek,Muayenehane,Öner Sk. No:1 SOÐANLI/BAHÇELİEVLER,,,,Soğanli,41.007460139000045,28.849322162000078,Bahcelievler,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
1009,Bakırköy,Özel Atriyum Kardiyoloji Merkezi,Poliklinik,Bildik Sk. No:8 OSMANİYE/BAKIRKÖY,No,3.0,,Osmaniye,40.99242666300007,28.88121549600004,Bakirkoy,Private,No,Polyclinic,Poliklinik,Polyclinic,hospital level
1010,Şişli,Şişli 15 Nolu Aile Sağliği Merkezi,Aile Sağliği Merkezi,Erdem Sk. No:3 YAYLA/ŞİŞLİ,No,0.0,,Yayla,41.050276970000034,28.978045780000055,Sisli,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1011,Küçükçekmece,Biruni Üniversitesi Tip Fakültesi Hastanesi,Üniversite Hastanesi,Eski Londra Asfalti Bulvari No:10 BEŞYOL/KÜÇÜKÇEKMECE,Yes,,Yes,Beşyol,40.98875245200003,28.796307256000038,Kucukcekmece,Public,No,University Hospital,Üniversite H.,University H.,hospital level
1013,Esenyurt,Esenyurt Verem Savaş Dispanseri,Verem Savaş Dispanseri,1131. Sk. No:1/2 BAÐLARÇEŞME/ESENYURT,,0.0,No,Bağlarçeşme,41.038909199000045,28.676444563000075,Esenyurt,Public,No,Tuberculosis Dispensary,Verem Savaş Disp.,Tuberculosis Dispensary,specialized
1014,Üsküdar,Yunus Emre Aile Sağliği Merkezi,Aile Sağliği Merkezi,Mehmet Akif Ersoy Cad. No:41 KİRAZLITEPE/ÜSKÜDAR,No,0.0,,Kirazlitepe,41.03852558300008,29.058078773000034,Uskudar,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1015,Kadıköy,Kadiköy 12 Nolu Aile Sağliği Merkezi,Aile Sağliği Merkezi,Merdivenköy Cad. No:25 MERDİVENKÖY/KADIKÖY,No,0.0,,Merdivenköy,40.98765212800004,29.064382896000037,Kadikoy,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1016,Küçükçekmece,Özel Aras Kadin Hastaliklari Merkezi,Kadin Hastaliklari ve Sağliği Merkezi,Reyhan Cad. No:2A YEŞİLOVA/KÜÇÜKÇEKMECE,,0.0,,Yeşilova,40.99275873000005,28.785327600000077,Kucukcekmece,Private,No,Gynecology and Obstetrics Clinic,Kadın Hastalıkları ve Sağlığı M.,Gynecology and Obstetrics C.,not specified
1017,Üsküdar,İBB Evde Sağlik Hizmetleri,Evde Bakim Merkezleri,Dr. Burhanettin Üstünel Sk. No:2/2 ZEYNEP KAMİL/ÜSKÜDAR,,0.0,No,Zeynep Kamil,41.013855885000055,29.024449170000025,Uskudar,Public,No,Domiciliary Care Center,Evde Bakım M.,Domiciliary Care C.,low level
1018,Kadıköy,Özel Dent Avrasya Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Şemsettin Günaltay Cad. No:49 SUADİYE/KADIKÖY,,,,Suadiye,40.96206134400006,29.09149523100007,Kadikoy,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1019,Kadıköy,Bnc Veteriner Kliniği,Veteriner,Oral Sk. No:15 19 MAYIS/KADIKÖY,,0.0,No,19 Mayis,40.96769553000007,29.087852825000034,Kadikoy,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
1020,Ataşehir,Özel Allianoi Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Efe Sk. No:7 KÜÇÜKBAKKALKÖY/ATAŞEHİR,,,,Küçükbakkalköy,40.986930794000045,29.110730863000068,Atasehir,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1021,Bahçelievler,Dr. Fevzi Özgönül Muayenehanesi,Muayenehane,Neyire Neyir Sk. No:19 BAHÇELİEVLER/BAHÇELİEVLER,,,,Bahçelievler,41.00060913600004,28.874938405000023,Bahcelievler,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
1022,Bahçelievler,Altinyildiz Aile Sağliği Merkezi,Aile Sağliği Merkezi,Okul 2 Sk. No:27 YENİBOSNA MERKEZ/BAHÇELİEVLER,No,0.0,,Yenibosna Merkez,41.007025570000046,28.820242019000034,Bahcelievler,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1023,Bahçelievler,Özel Uçar Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Mimar Sinan Cad. No:1A SOÐANLI/BAHÇELİEVLER,,,,Soğanli,41.01427519300007,28.85651398300007,Bahcelievler,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1024,Avcılar,Firuzköy Aile Sağliği Merkezi,Aile Sağliği Merkezi,Hasan Önel Cad. No:51/2A FİRUZKÖY/AVCILAR,No,0.0,,Firuzköy,41.009062533000076,28.710499801000022,Avcilar,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1025,Gaziosmanpaşa,Fatma Biyikli Aile Sağliği Merkezi,Aile Sağliği Merkezi,Namik Kemal Cad. No:38 KARADENİZ/GAZİOSMANPAŞA,No,0.0,,Karadeniz,41.07823851000006,28.88075201300007,Gaziosmanpasa,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1026,Beşiktaş,Özel Dizayn Milling Center Diş Polikliniği,Ağiz ve Diş Sağliği Merkezi,Selamlik Cad. No:32 CİHANNÜMA/BEŞİKTAŞ,,,,Cihannüma,41.04529014600007,29.005668343000025,Besiktas,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1027,Beşiktaş,Özel Dr. Ayşegül Saltat Polikliniği,Poliklinik,Lale Sk. No:16 LEVENT/BEŞİKTAŞ,No,0.0,,Levent,41.07801668500008,29.01696322700008,Besiktas,Private,No,Polyclinic,Poliklinik,Polyclinic,hospital level
1028,Beşiktaş,Özel Tunç Polikliniği,Poliklinik,Esra Sk. No:2A KÜLTÜR/BEŞİKTAŞ,No,0.0,,Kültür,41.07634042700005,29.028554160000052,Besiktas,Private,No,Polyclinic,Poliklinik,Polyclinic,hospital level
1029,Beşiktaş,Özel Radyotom Sağlik Hizmetleri,Görüntüleme Merkezi,Büyükdere Cad. No:154 LEVENT/BEŞİKTAŞ,,,,Levent,41.07716928900004,29.01441969900003,Besiktas,Private,No,Screening Center,Görüntüleme M.,Screening C.,specialized
1033,Beşiktaş,Özel Lotüs Polikliniği,Poliklinik,Yildiz Posta Cad. No:30 GAYRETTEPE/BEŞİKTAŞ,No,0.0,,Gayrettepe,41.06603568400004,29.007300938000068,Besiktas,Private,No,Polyclinic,Poliklinik,Polyclinic,hospital level
1035,Gaziosmanpaşa,Özel Gaziosmanpaşa Veteriner Kliniği,Veteriner,Eflak Sk. No:2 MERKEZ/GAZİOSMANPAŞA,,0.0,No,Merkez,41.05826015300004,28.909849991000048,Gaziosmanpasa,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
1036,Gaziosmanpaşa,Özel Bilçek Görüntüleme Merkezi,Görüntüleme Merkezi,Cicoz Yolu Cad. MERKEZ/GAZİOSMANPAŞA,,,,Merkez,41.055905255000035,28.90912528800004,Gaziosmanpasa,Private,No,Screening Center,Görüntüleme M.,Screening C.,specialized
1037,Beşiktaş,Özel Transmed Tip Merkezi,Tip Merkezi,Fulyali Sk. No:7 LEVENT/BEŞİKTAŞ,Yes,,No,Levent,41.085031912000034,29.017494261000024,Besiktas,Private,No,Medical Center,Tıp M.,Medical C.,hospital level
1038,Gaziosmanpaşa,Özel Batident Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,759. Sk. No:3 FEVZİ ÇAKMAK/GAZİOSMANPAŞA,,,,Fevzi Çakmak,41.07303593200004,28.90332396800005,Gaziosmanpasa,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1039,Kadıköy,Özel Medical Park Hastanesi Göztepe,Hastane,Nisan Sk. No:23 MERDİVENKÖY/KADIKÖY,Yes,293.0,Yes,Merdivenköy,40.99015705700003,29.077652940000068,Kadikoy,Private,No,Hospital,Hastane,Hospital,hospital level
1040,Üsküdar,İhsan Erdemir Aile Sağliği Merkezi,Aile Sağliği Merkezi,Karlidere Cad. No:66/2 CUMHURİYET/ÜSKÜDAR,No,0.0,,Cumhuriyet,41.01365260200004,29.079095069000058,Uskudar,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1041,Şişli,Özel Dental Fulya Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Hakki Yeten Cad. No:15 TEŞVİKİYE/ŞİŞLİ,,,,Teşvikiye,41.055244280000075,28.998722940000054,Sisli,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1042,Pendik,Çağlayan Bakim Merkezi,Bakim Evi,Bilge Sk. No:6 DOÐU/PENDİK,,66.0,No,Doğu,40.88393301100007,29.242491354000038,Pendik,Public,No,Nursing House,Bakımevi,Nursing House,not specified
1043,Esenler,Fatih Aile Sağliği Merkezi,Aile Sağliği Merkezi,241. Sk. No:30 FATİH/ESENLER,No,0.0,,Fatih,41.04222326800004,28.86680661600008,Esenler,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1044,Ümraniye,Ümraniye 20 Nolu Aile Sağliği Merkezi,Aile Sağliği Merkezi,Zerafet Sk. No: NECİP FAZIL/ÜMRANİYE,No,0.0,,Necip Fazil,41.017717911000034,29.177790057000042,Umraniye,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1045,Ümraniye,Özel Erdem Tip Merkezi,Tip Merkezi,Sanayi Cad. No:8 SARAY/ÜMRANİYE,Yes,,Yes,Saray,41.02257130200008,29.119463255000035,Umraniye,Private,No,Medical Center,Tıp M.,Medical C.,hospital level
1046,Esenler,Esenler 9 Nolu Aile Sağliği Merkezi,Aile Sağliği Merkezi,Piri Reis Cad. No:37 MENDERES/ESENLER,No,0.0,,Menderes,41.04207299500007,28.872600270000078,Esenler,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1047,Bahçelievler,Diş Hekimi Taşkin Türker,Muayenehane,Adnan Kahveci Bulvari No:58 BAHÇELİEVLER/BAHÇELİEVLER,,,,Bahçelievler,41.001391728000044,28.86209383600004,Bahcelievler,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
1048,Bahçelievler,Diş Hekimi Hizir Baş,Muayenehane,İzzettin Çalişlar Cad. No:21 BAHÇELİEVLER/BAHÇELİEVLER,,,,Bahçelievler,41.00271500000007,28.871134001000033,Bahcelievler,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
1049,Şişli,Özel Ermeni Katolik Surp Agop Hastanesi Polikliniği,Poliklinik,Elmadağ Cad. No:57 İNÖNÜ/ŞİŞLİ,Yes,0.0,,İnönü,41.04177866400005,28.986413995000078,Sisli,Private,No,Polyclinic,Poliklinik,Polyclinic,hospital level
1050,Tuzla,Atam Veteriner Kliniği,Veteriner,Azimli Sk. No:2 TEPEÖREN/TUZLA,,0.0,No,Tepeören,40.90989565700004,29.38979383800006,Tuzla,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
1051,Esenyurt,Esenyurt 7 Nolu Aile Sağliği Merkezi,Aile Sağliği Merkezi,1240. Sk. No:5-7 PINAR/ESENYURT,No,0.0,,Pinar,41.03484199300004,28.66805591100007,Esenyurt,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1053,Beyoğlu,Kadi Mehmet Aile Sağliği Merkezi,Aile Sağliği Merkezi,Bahriye Hastanesi Arka Sk. No:4 KADIMEHMET EFENDİ/BEYOÐLU,No,0.0,,Kadimehmet Efendi,41.03373114300007,28.96389693100008,Beyoglu,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1055,Beyoğlu,Özel Minadent Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Alçakdam Sk. No:1 YENİŞEHİR/BEYOÐLU,,,,Yenişehir,41.044217486000036,28.97741651300004,Beyoglu,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1057,Beşiktaş,Özel İzmirli Ortodonti Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Aytar Cad. No:25 NİSBETİYE/BEŞİKTAŞ,,,,Nisbetiye,41.07548277000007,29.018945677000037,Besiktas,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1058,Gaziosmanpaşa,Özel Merve Tip Merkezi,Tip Merkezi,General Aldoğan Cad. No:1 KARADENİZ/GAZİOSMANPAŞA,Yes,0.0,No,Karadeniz,41.07553493600005,28.882193200000078,Gaziosmanpasa,Private,No,Medical Center,Tıp M.,Medical C.,hospital level
1060,Beyoğlu,Vet Center Veteriner Kliniği,Veteriner,Bakraç Sk. No:24 CİHANGİR/BEYOÐLU,,0.0,No,Cihangir,41.03182003400008,28.984020503000067,Beyoglu,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
1061,Kadıköy,Moda Veteriner Kliniği,Veteriner,Mühürdar Cad. No:101 CAFERAÐA/KADIKÖY,,0.0,No,Caferağa,40.98643043000004,29.021753312000047,Kadikoy,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
1063,Üsküdar,Üsküdar Ana Çocuk Sağliği ve Aile Planlama Merkezi,Ana Çocuk Sağliği ve Aile Planlama Merkezi,Güner Sk. No:66 SELAMİ ALİ/ÜSKÜDAR,No,0.0,,Selami Ali,41.026952777000076,29.025476526000038,Uskudar,Public,No,Planned Parenthood Center,Aile Planlama M.,Planned Parenthood C.,low level
1064,Üsküdar,Özel Çamlica Diş Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Alemdağ Yan Yolu No:15 KISIKLI/ÜSKÜDAR,No,0.0,No,Kisikli,41.02393014300003,29.079523255000023,Uskudar,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1065,Kadıköy,Pet Nature,Veteriner,Elmaliçeşme Sk. No:10 RASİMPAŞA/KADIKÖY,,0.0,No,Rasimpaşa,40.99313212900006,29.03156583300006,Kadikoy,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
1069,Küçükçekmece,Özel Asya Göz Merkezi,Göz Merkezi,Çizmeci Sk. No:113 SULTAN MURAT/KÜÇÜKÇEKMECE,,0.0,,Sultan Murat,41.00241636700008,28.78849857100005,Kucukcekmece,Private,No,Ophthalmology Center,Göz M.,Ophthalmology C.,specialized
1070,Tuzla,Türk Kizilayi İlk Yardim Eğitim Merkezi,Kizilay,Hatboyu Cad. No:3 EVLİYA ÇELEBİ/TUZLA,,,No,Evliya Çelebi,40.84486954000005,29.299811881000036,Tuzla,Public,No,Turkish Red Crescent,Kızılay,Turkish Red Crescent,not specified
1072,Bahçelievler,Bahçelievler 8.Nolu Aile Sağliği Merkezi,Aile Sağliği Merkezi,Sevinç Sk. No:26 SOÐANLI/BAHÇELİEVLER,No,0.0,,Soğanli,41.011784910000074,28.85981835300004,Bahcelievler,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1073,Bahçelievler,Diş Hekimi Ayşe Bostan - Tamer Bostan,Muayenehane,Ferit Selimpaşa Cad. No:12 SİYAVUŞPAŞA/BAHÇELİEVLER,,,,Siyavuşpaşa,41.002450000000074,28.859732000000065,Bahcelievler,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
1074,Esenyurt,Yunus Emre Aile Sağliği Merkezi,Aile Sağliği Merkezi,Balikçil Sk. No:30/1 HÜRRİYET/ESENYURT,No,0.0,,Hürriyet,41.02949494200004,28.648573222000042,Esenyurt,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1077,Şişli,Şişli Hamidye Etfal Eğitim ve Araştirma Hastanesi Nişantaşi Semt Polikliniği,Poliklinik,Poyracik Sk. No:31 TEŞVİKİYE/ŞİŞLİ,No,0.0,,Teşvikiye,41.05218717800005,28.99571026900003,Sisli,Public,No,Polyclinic,Poliklinik,Polyclinic,hospital level
1078,Esenyurt,Özel Dünya Diş Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Doğan Arasli Bulvari No:174 YENİKENT/ESENYURT,,,,Yenikent,41.03485084900007,28.680168448000074,Esenyurt,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1079,Beyoğlu,Sağlik Bilimleri Üniversitesi İstanbul Beyoğlu Göz Eğitim ve Araştirma Hastanesi Tepebaşi Semt Polikliniği,Poliklinik,Meşrutiyet Cad. No:73 ASMALI MESCİT/BEYOÐLU,Yes,,,Asmali Mescit,41.03136790000008,28.974728065000075,Beyoglu,Public,No,Polyclinic,Poliklinik,Polyclinic,hospital level
1080,Bahçelievler,Çocuk Sağliği ve Hastaliklari Uzmani Dr. Vahap Öney,Muayenehane,Neyire Neyir Sk. No:35 BAHÇELİEVLER/BAHÇELİEVLER,,,,Bahçelievler,41.001096000000075,28.870806000000076,Bahcelievler,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
1081,Kadıköy,Kadiköy 4 Nolu Aile Sağliği Merkezi,Aile Sağliği Merkezi,Kuzu Sk. No:20 SUADİYE/KADIKÖY,No,0.0,,Suadiye,40.957793036000055,29.07851486700002,Kadikoy,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1082,Avcılar,Avcilar Toplum Sağliği Merkezi,Toplum Sağliği Merkezi,Kirazli Cad. No:55 CİHANGİR/AVCILAR,,,No,Cihangir,40.98714907700002,28.710107674000028,Avcilar,Public,No,Public Health Center,Toplum Sağlığı M.,Public Health C.,low level
1083,Güngören,Özel Merter-Dent Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Şair Ahmet Kutsi Tecer Cad. No:16 ABDURRAHMAN NAFİZ GÜRMAN/GÜNGÖREN,,,,Abdurrahman Nafiz Gürman,41.00538469900005,28.889420616000052,Gungoren,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1084,Güngören,Diş Hekimi Mehmet Güdül,Muayenehane,Kinali Cad. No:60 HAZNEDAR/GÜNGÖREN,,,,Haznedar,41.01306990300003,28.868806902000074,Gungoren,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
1085,Bakırköy,Bakirköy Prof.Dr.Mazhar Osman Ruh Sağ. ve Sinir Hast. Eğt. ve Araş. Hastanesi Amatem,Poliklinik,Dr. Tevfik Sağlam Cad. No:12 ZUHURATBABA/BAKIRKÖY,Yes,,,Zuhuratbaba,40.99295389100007,28.86442587700003,Bakirkoy,Public,No,Polyclinic,Poliklinik,Polyclinic,hospital level
1087,Bakırköy,Özel Dentan Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,19 Mayis Cad. No:12 ATAKÖY 2-5-6. KISIM/BAKIRKÖY,,,,Ataköy 2-5-6. Kisim,40.977846390000025,28.85399486100005,Bakirkoy,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1088,Bakırköy,Özel Sintigrafi Nükleer Tip Merkezi,Tip Merkezi,İncirli Cad. No:88 KARTALTEPE/BAKIRKÖY,No,,No,Kartaltepe,40.99292129600008,28.870154161000077,Bakirkoy,Private,No,Medical Center,Tıp M.,Medical C.,hospital level
1089,Pendik,Aydos Aile Sağliği Merkezi,Aile Sağliği Merkezi,Bereket Çikmazi No:5A ERTUÐRUL GAZİ/PENDİK,No,0.0,,Ertuğrul Gazi,40.91967329100004,29.26063070300006,Pendik,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1090,Ümraniye,Özel Rad İstanbul Görüntüleme Merkezi,Görüntüleme Merkezi,Alemdağ Cad. No:2A YAMANEVLER/ÜMRANİYE,,,,Yamanevler,41.02491510600004,29.10227755400007,Umraniye,Private,No,Screening Center,Görüntüleme M.,Screening C.,specialized
1091,Avcılar,Reşitpaşa Aile Sağliği Merkezi,Aile Sağliği Merkezi,Tüloğlu Sk. No:2 MERKEZ/AVCILAR,No,0.0,,Merkez,40.97912722500007,28.727376275000037,Avcilar,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1092,Eyüpsultan,Özel Adc Akay Ağiz Diş Sağliği Merkezi,Ağiz ve Diş Sağliği Merkezi,Edirnekapi Rami Cad. No:3A DEFTERDAR/EYÜPSULTAN,,,,Defterdar,41.03566681000007,28.924953445000032,Eyupsultan,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1093,Bakırköy,Bakirköy Dr. Sadi Konuk Eğitim ve Araştirma Hastanesi,Hastane,Dr. Tevfik Sağlam Cad. No:10/1 ZUHURATBABA/BAKIRKÖY,Yes,604.0,Yes,Zuhuratbaba,40.99382808700005,28.865011170000056,Bakirkoy,Public,No,Hospital,Hastane,Hospital,hospital level
1094,Bakırköy,Bakirköy Dr. Sadi Konuk Eğitim ve Araştirma Hastanesi Acil Tip Kliniği,Klinikler,Dr. Tevfik Sağlam Cad. No:23/1 ZUHURATBABA/BAKIRKÖY,,,Yes,Zuhuratbaba,40.99335513300008,28.86646788300004,Bakirkoy,Public,No,General Clinic,Klinikler,General Clinic,specialized
1095,Sancaktepe,Miktad Armağan Aile Sağliği Merkezi,Aile Sağliği Merkezi,Hüsnü Sk. YUNUS EMRE/SANCAKTEPE,No,0.0,,Yunus Emre,41.01626154300004,29.24954306100005,Sancaktepe,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1096,Bahçelievler,Özel Metrodiş Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Mahmutbey Cad. No:1 HÜRRİYET/BAHÇELİEVLER,,,,Hürriyet,40.99965755400007,28.84224676800005,Bahcelievler,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1099,Kadıköy,Özel Gama Med Sintigrafi,Görüntüleme Merkezi,Salih Omurtak Sk. No:99 KOŞUYOLU/KADIKÖY,,,,Koşuyolu,41.00623027700004,29.03629722000005,Kadikoy,Private,No,Screening Center,Görüntüleme M.,Screening C.,specialized
1100,Kadıköy,Özel Koşuyolu Kadin Hastaliklari Merkezi,Kadin Hastaliklari ve Sağliği Merkezi,Muhittin Üstündağ Cad. No:5 KOŞUYOLU/KADIKÖY,,2.0,,Koşuyolu,41.006043767000044,29.036676161000056,Kadikoy,Private,No,Gynecology and Obstetrics Clinic,Kadın Hastalıkları ve Sağlığı M.,Gynecology and Obstetrics C.,not specified
1101,Kartal,Beşir Akinal Huzurevi,Huzurevi,Kirazlik Sk. No:30 YAKACIK ÇARŞI/KARTAL,,,No,Yakacik Çarşi,40.916417117000044,29.229018462000056,Kartal,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
1102,Kartal,Avrasya Huzurevi,Huzurevi,Yeşilzümrüt Sk. No:3 YAKACIK ÇARŞI/KARTAL,,,No,Yakacik Çarşi,40.912899803000066,29.22820981700005,Kartal,Public,No,Elderly Care Facility,Huzurevi,Elderly Care Fac.,not specified
1104,Bakırköy,İstanbul Eğitim ve Araştirma Hastanesi Osmaniye Polikliniği,Poliklinik,Bildik Sk. No:1 OSMANİYE/BAKIRKÖY,No,0.0,,Osmaniye,40.99193101000003,28.881741732000023,Bakirkoy,Public,No,Polyclinic,Poliklinik,Polyclinic,hospital level
1105,Beşiktaş,Özel Natal Fizik Tedavi ve Rehabilitasyon Merkezi,Fizik Tedavi Merkezi,Peker Sk. No:38 NİSBETİYE/BEŞİKTAŞ,No,0.0,No,Nisbetiye,41.07617297600007,29.021006445000072,Besiktas,Private,No,Physical Therapy Center,Fizik Tedavi M.,Physical Therapy C.,specialized
1106,Gaziosmanpaşa,Yildiztabya Aile Sağliği Merkezi,Aile Sağliği Merkezi,Yildiztabya Cad. No:147-149 YILDIZTABYA/GAZİOSMANPAŞA,No,0.0,,Yildiztabya,41.065079836000045,28.931856541000055,Gaziosmanpasa,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1108,Beşiktaş,Özel Dentiform Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Esra Sk. No:2G KÜLTÜR/BEŞİKTAŞ,,,,Kültür,41.075361239000074,29.028231851000047,Besiktas,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
